token	rules
oeeor	ee,oe
okeeol	oke,ee,ke,ok
cheky	he,che
cheol	he,che
olcheol	he,che,olc,lc
cheol	he,che
chey	he,che
chckhy	hc,chc
qokeol	oke,qok,ke,ok
okey	oke,ke,ok
okeey	oke,ee,ke,ok
keey	ee,ke
coeky	oe
qokol	qok,ok
okeey	oke,ee,ke,ok
cheeody	he,che,ee
cheys	he,che
cheody	he,che
okshd	ok
qokol	qok,ok
chey	he,che
sheodal	he
ytoldy	yt
okeeeo	oke,ee,ke,ok
ees	ee
cheey	he,che,ee
ykeol	ke,yk
cheo	he,che
cheky	he,che
qokeol	oke,qok,ke,ok
cheey	he,che,ee
qokeey	oke,qok,ee,ke,ok
ykeo	ke,yk
cheo	he,che
okeey	oke,ee,ke,ok
keeokechy	oke,ee,ke,ok
cthey	he,ct
cheol	he,che
chey	he,che
okain	ok
otalsy	ls
ytarem	yt
choeesy	ee,oe
okam	ok
darcheos	he,che
chokaro	ok
sheol	he
chokam	ok
sheol	he
qopdol	op,qop
cfheol	he
oteee	ee
eeckhy	ee
ckhey	he
okar	ok
okol	ok
cheos	he,che
eeeey	ee
cheor	he,che
chey	he,che
okory	ok
opcheedoy	he,che,opc,ee,op,pc
sheotain	he
ytodaiin	yt
ykeody	ke,yk
okal	ok
opodaiin	op
yteos	yt
sheos	he
psheoepoain	he,oe
ykeor	ke,yk
sheey	he,ee
sheos	he
daikeody	ke
qokorar	qok,ok
sheody	he
qoko	qok,ok
ltcheody	he,che,tc,tch
ykeoda	ke,yk
okols	ok,ls
sheey	he,ee
keeody	ee,ke
qokos	qok,ok
okeom	oke,ke,ok
opaloiiry	op
okoraldy	ok
otchar	tc,tch,otc
ofcheol	he,che
opolsy	op,ls
qopol	op,qop
octhody	ct
sheey	he,ee
qokol	qok,ok
cheol	he,che
cthody	ct
yteey	ee,yt
cthol	ct
qokey	oke,qok,ke,ok
cheey	he,che,ee
cthody	ct
sheor	he
cheor	he,che
shockhey	he
cheoky	he,che,ok
choky	ok
okar	ok
tocheo	he,che
cthor	ct
okol	ok
chekaiin	he,che
cheokchey	he,che,ok
qokoiiin	qok,ok
sheor	he
cheor	he,che
cthey	he,ct
qokol	qok,ok
chekal	he,che
chear	he,che
osheokaiin	he,ok
qokar	qok,ok
chekal	he,che
tosheo	he
fcheody	he,che
shekey	he,ke
cphey	he
qokeody	oke,qok,ke,ok
cheody	he,che
ykeey	ee,ke,yk
ykeey	ee,ke,yk
shoky	ok
okol	ok
okoaiin	ok
dcheocy	he,che,dch,dc
cthol	ct
okeor	oke,ke,ok
ytey	yt
keor	ke
cheyty	he,che,yt
qokaiin	qok,ok
ykchol	ykc,yk
okalda	ok
okaiin	ok
ykol	yk
dolchoy	olc,lc
dalshdy	lsh,ls
okeol	oke,ke,ok
dydchy	dch,dc
qokol	qok,ok
cheol	he,che
qokol	qok,ok
qoeey	ee,qoe,oe
ols	ls
chokaiin	ok
ckhey	he
qotchy	tc,tch,otc
okol	ok
ycheo	he,che,ych,yc
cthody	ct
okol	ok
olkeeycthy	ct,ee,ke,yc
koeeorain	ee,oe
opol	op
opal	op
poleeol	ee
qokeol	oke,qok,ke,ok
qokchod	qok,ok
cthom	ct
sheor	he
qotchor	tc,tch,otc
qoky	qok,ok
shkeeo	ee,ke
okor	ok
ykarshy	yk
okchod	ok
ytor	yt
lpychol	ych,yc
okachey	he,che,ok
sheom	he
keol	ke
dchy	dch,dc
otchol	tc,tch,otc
qokeos	oke,qok,ke,ok
okeoschso	oke,ke,ok
ytod	yt
qokeor	oke,qok,ke,ok
dolshy	lsh,ls
qocthy	ct
qokcho	qok,ok
qokol	qok,ok
oteey	ee
ykeody	ke,yk
qokod	qok,ok
sheol	he
oko	ok
ykeey	ee,ke,yk
qokeey	oke,qok,ee,ke,ok
qokeed	oke,qok,ee,ke,ok
choky	ok
soeeol	ee,oe
cheey	he,che,ee
ctheo	he,ct
cheo	he,che
shese	he
sheos	he
qokoor	qok,ok
tchody	tc,tch
okeeom	oke,ee,ke,ok
dshcheal	he,che,hc,shc
sheol	he
ykeeol	ee,ke,yk
oteey	ee
cheor	he,che
cheokeey	he,che,oke,ee,ke,ok
octheody	he,ct
cthchy	hc,ct
yteey	ee,yt
cheeytey	he,che,ee,yt
olcheey	he,che,ee,olc,lc
cthey	he,ct
qoky	qok,ok
olcheey	he,che,ee,olc,lc
she	he
qokeas	oke,qok,ke,ok
yteody	yt
etodaithey	he
cheol	he,che
okeam	oke,ke,ok
oeey	ee,oe
keeos	ee,ke
otolsheeos	he,ee,lsh,ls
octhodaly	ct
opalefom	op
oepchksheey	he,ee,pc,oe
cthoshol	ct
schodchy	dch,dc
qotchd	tc,tch,otc
ykchdg	ykc,yk
sheoees	he,ee,oe
cheodaiin	he,che
sheeody	he,ee
okcheody	he,che,ok
ctho	ct
ychor	ych,yc
chey	he,che
keol	ke
cheol	he,che
okeol	oke,ke,ok
sheo	he
qokor	qok,ok
shey	he
okcheor	he,che,ok
sheedom	he,ee
qotchy	tc,tch,otc
ychey	he,che,ych,yc
okcheod	he,che,ok
cheodam	he,che
qokor	qok,ok
chckhs	hc,chc
tcheo	he,che,tc,tch
lch	lc
cthody	ct
olkees	ee,ke
tchor	tc,tch
sheoky	he,ok
ychockhy	ych,yc
cthol	ct
shcthy	hct,hc,ct,shc
cthy	ct
chokal	ok
okor	ok
teols	ls
ychocthy	ct,ych,yc
teeys	ee
ocheodaiin	he,che
tchos	tc,tch
qokor	qok,ok
cheo	he,che
ckheody	he
ychor	ych,yc
ctho	ct
cthosm	ct
qokcho	qok,ok
cthol	ct
cthol	ct
olchod	olc,lc
otchdal	tc,tch,otc
cthog	ct
okol	ok
ykchy	ykc,yk
sheqokam	he,qok,ok
qokeeam	oke,qok,ee,ke,ok
dsheog	he
okeey	oke,ee,ke,ok
ytchol	tc,tch,ytc,yt
tchedy	he,che,tc,tch
opaiis	op
chedaiin	he,che
dsheedy	he,ee
qopchedal	he,che,opc,op,pc,qop
keo	ke
cheody	he,che
okaiin	ok
okal	ok
okair	ok
oky	ok
okar	ok
qokal	qok,ok
qoky	qok,ok
qokol	qok,ok
chey	he,che
qokair	qok,ok
opary	op
olkeedy	ee,ke
cheedy	he,che,ee
kalchdy	lc
ched	he,che
chekar	he,che
olkeody	ke
ykaiin	yk
okeedy	oke,ee,ke,ok
ykaro	yk
choky	ok
qotchdy	tc,tch,otc
chedy	he,che
chckhaiin	hc,chc
oxockhey	he
opchaikhy	opc,op,pc
oteedan	ee
ykeedy	ee,ke,yk
eedy	ee
qokeey	oke,qok,ee,ke,ok
tchor	tc,tch
otchy	tc,tch,otc
oteey	ee
qotchy	tc,tch,otc
ypchdair	pc
oteey	ee
ykol	yk
qoky	qok,ok
eedy	ee
oky	ok
chepchdy	he,che,pc
opshol	op
qokaiin	qok,ok
qokaiin	qok,ok
qokaiin	qok,ok
oky	ok
oekeey	ee,ke,oe
qokees	oke,qok,ee,ke,ok
chekaiin	he,che
chekaiin	he,che
ycheey	he,che,ee,ych,yc
chey	he,che
chedy	he,che
qokaiin	qok,ok
tchdor	tc,tch
chekchdy	he,che
qokar	qok,ok
chcthy	hct,hc,ct,chc
qotchdy	tc,tch,otc
lshedy	he,lsh,ls
qoky	qok,ok
ykchedy	he,che,ykc,yk
sheky	he
chekar	he,che
okar	ok
chetchdy	he,che,tc,tch
qokeedy	oke,qok,ee,ke,ok
qoky	qok,ok
chedy	he,che
lchedy	he,che,lc
chedy	he,che
tchdy	tc,tch
tchor	tc,tch
okol	ok
ykoldy	yk
olkeedy	ee,ke
chckhy	hc,chc
okaiin	ok
chckhy	hc,chc
ykedy	ke,yk
okaraiin	ok
ls	ls
kshedy	he
chckhyfchy	hc,chc
chckhy	hc,chc
oteedy	ee
okam	ok
chckhy	hc,chc
qokol	qok,ok
okain	ok
qokal	qok,ok
chcfhol	hc,chc
okal	ok
chedy	he,che
dalshdy	lsh,ls
qopchdy	opc,op,pc,qop
qokar	qok,ok
okar	ok
qokar	qok,ok
dshedy	he
qokal	qok,ok
eeedy	ee
okeesy	oke,ee,ke,ok
okedyted	oke,ke,ok,yt
ycheol	he,che,ych,yc
okal	ok
chedy	he,che
qokchdy	qok,ok
chctham	hct,hc,ct,chc
tchody	tc,tch
olsain	ls
shedy	he
qotchey	he,che,tc,tch,otc
okody	ok
ykaipy	yk
shekain	he
okar	ok
chckhy	hc,chc
okal	ok
okal	ok
okal	ok
okaiin	ok
okain	ok
tolteedy	ee
cthoepain	ct,oe
oekshy	oe
okshy	ok
okain	ok
alfshed	he
okshy	ok
qoksh	qok,ok
qokain	qok,ok
qokedy	oke,qok,ke,ok
ytchdy	tc,tch,ytc,yt
qokar	qok,ok
tchody	tc,tch
qokaiin	qok,ok
ychar	ych,yc
okain	ok
sheody	he
chedy	he,che
chcthy	hct,hc,ct,chc
kedy	ke
tchedy	he,che,tc,tch
qokal	qok,ok
shekshey	he
okshey	he,ok
ytshedy	he,yt
yty	yt
qokshy	qok,ok
dchdy	dch,dc
shedy	he
dkshey	he
chefar	he,che
otchdy	tc,tch,otc
shedar	he
dshey	he
qokar	qok,ok
tshey	he
kshed	he
qokeeod	oke,qok,ee,ke,ok
qokeey	oke,qok,ee,ke,ok
qoko	qok,ok
pshedar	he
shedy	he
kshedy	he
qotches	he,che,tc,tch,otc
shekain	he
tshes	he
qokain	qok,ok
tshey	he
shcthy	hct,hc,ct,shc
tchdaiin	tc,tch
cheeor	he,che,ee
ckheos	he
olsheeosol	he,ee,lsh,ls
cpheol	he
cpheor	he
ytol	yt
oteeor	ee
sheol	he
oteey	ee
qokeody	oke,qok,ke,ok
qokeeody	oke,qok,ee,ke,ok
cthey	he,ct
ctheodal	he,ct
ckheody	he
keody	ke
chokchor	ok
sheockhy	he
cthey	he,ct
sheor	he
qokeol	oke,qok,ke,ok
okol	ok
ckheey	he,ee
cheol	he,che
ctheor	he,ct
chkey	ke
ckhocthy	ct
sheo	he
cthody	ct
shokocfhy	ok
chopcho	opc,op,pc
otcho	tc,tch,otc
shocthody	ct
otchodor	tc,tch,otc
chocty	ct
chokey	oke,ke,ok
archeody	he,che
opar	op
qoches	he,che
ycheom	he,che,ych,yc
ytchey	he,che,tc,tch,ytc,yt
dsheos	he
sheey	he,ee
cthy	ct
ctheodody	he,ct
cthey	he,ct
ckheeody	he,ee
cheykey	he,che,ke,yk
yteeody	ee,yt
alchey	he,che,lc
sheodal	he
ctol	ct
ycheey	he,che,ee,ych,yc
ckheol	he
ckheor	he
cheor	he,che
ctheor	he,ct
ckhey	he
checkhey	he,che
socthh	ct
cheekeo	he,che,ee,ke
okoramog	ok
okary	ok
oky	ok
okor	ok
skeeal	ee,ke
okary	ok
okolo	ok
pcheody	he,che,pc
cpheey	he,ee
cfheol	he
sheol	he
sheol	he
qoeol	qoe,oe
dcheor	he,che,dch,dc
yckhy	yc
okeol	oke,ke,ok
qokeeor	oke,qok,ee,ke,ok
oparal	op
choky	ok
oky	ok
okeoly	oke,ke,ok
yteold	yt
cheotchy	he,che,tc,tch,otc
opchey	he,che,opc,op,pc
qoky	qok,ok
otchor	tc,tch,otc
opsho	op
okeol	oke,ke,ok
sheol	he
oteoefol	oe
dsheol	he
ckhey	he
ckheol	he
okeol	oke,ke,ok
ctheol	he,ct
qokey	oke,qok,ke,ok
okeol	oke,ke,ok
okeey	oke,ee,ke,ok
cheody	he,che
qokol	qok,ok
okoly	ok
okoldy	ok
qokoly	qok,ok
qokal	qok,ok
okchol	ok
qokold	qok,ok
okos	ok
oekey	ke,oe
rchey	he,che
tsheeor	he,ee
cpheol	he
ckey	ke
pchol	pc
ckhey	he
ypchol	pc
qotocthey	he,ct
sheol	he
keshey	he,ke
qokeeey	oke,qok,ee,ke,ok
chey	he,che
dolchey	he,che,olc,lc
ctheey	he,ct,ee
cheom	he,che
cheeokeey	he,che,oke,ee,ke,ok
checkhey	he,che
sheey	he,ee
keody	ke
okeeey	oke,ee,ke,ok
ols	ls
yteoldy	yt
tolsasy	ls
keey	ee,ke
ctheey	he,ct,ee
ykeol	ke,yk
okeol	oke,ke,ok
ckheo	he
cheodal	he,che
okeo	oke,ke,ok
olcheem	he,che,ee,olc,lc
okeeey	oke,ee,ke,ok
keey	ee,ke
keeor	ee,ke
okeey	oke,ee,ke,ok
okeols	oke,ke,ok,ls
oolsal	ls
qokeeo	oke,qok,ee,ke,ok
okeey	oke,ee,ke,ok
qokeey	oke,qok,ee,ke,ok
okesy	oke,ke,ok
qokeeo	oke,qok,ee,ke,ok
sheseky	he
ykhey	he,yk
octhey	he,ct
okor	ok
okeey	oke,ee,ke,ok
shcty	hct,hc,ct,shc
olsy	ls
otoky	ok
ok	ok
oleees	ee
oteey	ee
otockey	ke
okoldody	ok
oeeesary	ee,oe
otolsar	ls
okeeody	oke,ee,ke,ok
opar	op
okor	ok
shey	he
ols	ls
qoetal	qoe,oe
okeeol	oke,ee,ke,ok
okeol	oke,ke,ok
qokeol	oke,qok,ke,ok
ctheol	he,ct
qokeol	oke,qok,ke,ok
qokaiin	qok,ok
qokeey	oke,qok,ee,ke,ok
okeoldy	oke,ke,ok
qokol	qok,ok
qokeolo	oke,qok,ke,ok
lchol	lc
okeol	oke,ke,ok
sheodol	he
qokeechom	oke,qok,ee,ke,ok
okechy	oke,ke,ok
okeodor	oke,ke,ok
okolol	ok
okeeol	oke,ee,ke,ok
okeor	oke,ke,ok
okol	ok
okaiin	ok
ckheol	he
okolaiin	ok
okolaiin	ok
cheol	he,che
qockhey	he
qokol	qok,ok
olshy	lsh,ls
qokeeor	oke,qok,ee,ke,ok
okoly	ok
ykey	ke,yk
okeol	oke,ke,ok
ykeol	ke,yk
okal	ok
okoldaly	ok
koleearol	ee
chalsain	ls
dakocth	ct
pcheol	he,che,pc
sheod	he
qocpheeckhy	he,ee
cthdaoto	ct
sheey	he,ee
chcthso	hct,hc,ct,chc
dsheor	he
cthey	he,ct
qokeey	oke,qok,ee,ke,ok
oteey	ee
ykeeodain	ee,ke,yk
deeamshol	ee
chkeey	ee,ke
qoteey	ee
qokeody	oke,qok,ke,ok
qokeol	oke,qok,ke,ok
ykecho	ke,yk
okeeos	oke,ee,ke,ok
shockhey	he
olcheom	he,che,olc,lc
okols	ok,ls
folshody	lsh,ls
fchodycheol	he,che,ych,yc
qotees	ee
shey	he
alcfhy	lc
keey	ee,ke
ykeeam	ee,ke,yk
sheor	he
yksheey	he,ee,yk
sheody	he
cheol	he,che
sheor	he
qkeeody	ee,ke
ctheol	he,ct
olcheol	he,che,olc,lc
cheky	he,che
cheol	he,che
cheockhy	he,che
okeol	oke,ke,ok
chekeey	he,che,ee,ke
olchor	olc,lc
qokeol	oke,qok,ke,ok
okeeol	oke,ee,ke,ok
cheols	he,che,ls
tolchd	olc,lc
chols	ls
opchor	opc,op,pc
rolsy	ls
eesos	ee
ykchochdy	ykc,yk
ykchdy	ykc,yk
dchdy	dch,dc
dalsy	ls
okcheor	he,che,ok
ytchol	tc,tch,ytc,yt
dykchal	ykc,yk
cthoral	ct
cthdeecthy	ct,ee
sheocphy	he
oteey	ee
qokomo	qok,ok
cheey	he,che,ee
cheol	he,che
qoolkeey	ee,ke
cheey	he,che,ee
qokeol	oke,qok,ke,ok
chotols	ls
ykeeol	ee,ke,yk
chey	he,che
eeoseeos	ee
sheeo	he,ee
okeol	oke,ke,ok
ches	he,che
okeor	oke,ke,ok
okeol	oke,ke,ok
chockhey	he
cholkcheol	he,che
qokeol	oke,qok,ke,ok
okol	ok
solcthy	ct,olc,lc
tocheo	he,che
cheo	he,che
cheeor	he,che,ee
qokeol	oke,qok,ke,ok
cheokeos	he,che,oke,ke,ok
chocthey	he,ct
chckhey	he,hc,chc
ycheoky	he,che,ok,ych,yc
shokeesy	oke,ee,ke,ok
qokeey	oke,qok,ee,ke,ok
chokeol	oke,ke,ok
cheor	he,che
okor	ok
okar	ok
cheeeal	he,che,ee
cheokeol	he,che,oke,ke,ok
pcheol	he,che,pc
cheol	he,che
shey	he
yteol	yt
sheockhey	he
cheor	he,che
qkeey	ee,ke
chopcheey	he,che,opc,ee,op,pc
checkhey	he,che
cpheocthy	he,ct
ykchy	ykc,yk
cheey	he,che,ee
chekeey	he,che,ee,ke
etolctheol	he,ct,olc,lc
okeor	oke,ke,ok
sheol	he
sheo	he
shey	he
okeey	oke,ee,ke,ok
ctheea	he,ct,ee
yteeoldy	ee,yt
sheody	he
sheor	he
sheey	he,ee
ssheo	he
tchey	he,che,tc,tch
ycheeo	he,che,ee,ych,yc
sheeol	he,ee
sheeol	he,ee
okeol	oke,ke,ok
ctheol	he,ct
shkeeo	ee,ke
qockheol	he
okeeor	oke,ee,ke,ok
ctody	ct
okeol	oke,ke,ok
okeey	oke,ee,ke,ok
okeey	oke,ee,ke,ok
ctheol	he,ct
cheol	he,che
okor	ok
cheol	he,che
keeo	ee,ke
dchey	he,che,dch,dc
okol	ok
okeol	oke,ke,ok
olchey	he,che,olc,lc
oteeod	ee
sheol	he
okeol	oke,ke,ok
sheom	he
sheoor	he
sheor	he
ckheey	he,ee
ykhey	he,yk
qokchey	he,che,qok,ok
cheol	he,che
okeey	oke,ee,ke,ok
shea	he
okol	ok
chear	he,che
okol	ok
shey	he
choko	ok
qokeol	oke,qok,ke,ok
okchol	ok
cheor	he,che
chety	he,che
yta	yt
dokor	ok
okol	ok
dytoly	yt
okoraiin	ok
cthy	ct
okody	ok
opcheol	he,che,opc,op,pc
cthey	he,ct
qekeoldy	ke
qocthor	ct
sheody	he
qockheey	he,ee
ytolaiir	yt
qokeol	oke,qok,ke,ok
keeol	ee,ke
qokeeeor	oke,qok,ee,ke,ok
cheor	he,che
okeey	oke,ee,ke,ok
okeey	oke,ee,ke,ok
ckheo	he
lcheody	he,che,lc
kcheol	he,che
eteeys	ee
ctheody	he,ct
ctheockhosho	he,ct
olchor	olc,lc
cheey	he,che,ee
cthey	he,ct
ctheey	he,ct,ee
qokeey	oke,qok,ee,ke,ok
cheol	he,che
shey	he
qokarary	qok,ok
otodeeodor	ee
shocthy	ct
oteeor	ee
cpheodar	he
dsheody	he
okeeoy	oke,ee,ke,ok
chkeeody	ee,ke
ctheoly	he,ct
qokcheo	he,che,qok,ok
ytol	yt
sheol	he
she	he
oraroekeol	ke,oe
ekey	ke
qokol	qok,ok
oteeody	ee
lshody	lsh,ls
keodal	ke
qokshdy	qok,ok
ycheol	he,che,ych,yc
ykeeol	ee,ke,yk
cthedy	he,ct
teesody	ee
qoeol	qoe,oe
olcheor	he,che,olc,lc
qokey	oke,qok,ke,ok
okshey	he,ok
qokeol	oke,qok,ke,ok
sheo	he
folcfhhy	olc,lc
doeey	ee,oe
keeol	ee,ke
qokeo	oke,qok,ke,ok
shey	he
okol	ok
oeeaiin	ee,oe
dykeor	ke,yk
sheey	he,ee
qokeody	oke,qok,ke,ok
ykeey	ee,ke,yk
lsais	ls
cheey	he,che,ee
cfhey	he
chefoly	he,che
ycheor	he,che,ych,yc
olsho	lsh,ls
qokol	qok,ok
ckheeol	he,ee
okol	ok
cheodor	he,che
sheo	he
chey	he,che
yteor	yt
choky	ok
opor	op
shey	he
opolkod	op
sheo	he
qoeol	qoe,oe
shey	he
okeody	oke,ke,ok
qokeol	oke,qok,ke,ok
sheoy	he
qoochey	he,che
ckheol	he
seeey	ee
skekyd	ke
qockhey	he
eeey	ee
cheol	he,che
qkeeey	ee,ke
cthey	he,ct
okor	ok
ykeey	ee,ke,yk
okeey	oke,ee,ke,ok
qokeey	oke,qok,ee,ke,ok
sheody	he
okey	oke,ke,ok
cthchy	hc,ct
cthol	ct
dcthody	ct,dc
cthol	ct
soeees	ee,oe
ykeody	ke,yk
qokeey	oke,qok,ee,ke,ok
qotcho	tc,tch,otc
soefchocphy	oe
ykeockhey	he,ke,yk
okey	oke,ke,ok
qokeeo	oke,qok,ee,ke,ok
ckhey	he
qokey	oke,qok,ke,ok
qyoeey	ee,oe
chkey	ke
cheky	he,che
okol	ok
shey	he
qockhey	he
shey	he
sheey	he,ee
qokol	qok,ok
oky	ok
oky	ok
qokeod	oke,qok,ke,ok
okeol	oke,ke,ok
okeol	oke,ke,ok
ycheo	he,che,ych,yc
ckhey	he
qkeody	ke
qokey	oke,qok,ke,ok
keeody	ee,ke
porshols	ls
soe	oe
eeor	ee
okeos	oke,ke,ok
ok	ok
okody	ok
cheor	he,che
okoroeey	ee,ok,oe
opchy	opc,op,pc
podeesho	ee
oteeos	ee
sheos	he
qokeeo	oke,qok,ee,ke,ok
chckhhy	hc,chc
shkeey	ee,ke
chekeod	he,che,ke
ocheos	he,che
okeor	oke,ke,ok
okeol	oke,ke,ok
okeol	oke,ke,ok
dcheo	he,che,dch,dc
qoeeor	ee,qoe,oe
oeoikhy	oe
cheos	he,che
okeeor	oke,ee,ke,ok
qekeor	ke
keeol	ee,ke
okeeey	oke,ee,ke,ok
qokeody	oke,qok,ke,ok
chockhey	he
qokeey	oke,qok,ee,ke,ok
sheeoy	he,ee
cheoe	he,che,oe
ycheey	he,che,ee,ych,yc
odeeeey	ee
okeeor	oke,ee,ke,ok
cheol	he,che
oeees	ee,oe
okear	oke,ke,ok
chey	he,che
keey	ee,ke
cheol	he,che
sheey	he,ee
keor	ke
okeody	oke,ke,ok
okeor	oke,ke,ok
okeeoraiin	oke,ee,ke,ok
okockhy	ok
pydaeey	ee
pcheody	he,che,pc
qoekeey	ee,ke,qoe,oe
oteey	ee
qokeod	oke,qok,ke,ok
sheey	he,ee
opaiin	op
deeor	ee
oldeey	ee
sheeody	he,ee
eeos	ee
shesee	he,ee
oeor	oe
ykoear	oe,yk
chekeey	he,che,ee,ke
ykory	yk
cheor	he,che
sheor	he
okeol	oke,ke,ok
oky	ok
cheeor	he,che,ee
qokeor	oke,qok,ke,ok
keeeos	ee,ke
cheor	he,che
oky	ok
okar	ok
shey	he
okeeor	oke,ee,ke,ok
sheockhey	he
qokeos	oke,qok,ke,ok
okeeol	oke,ee,ke,ok
ctheor	he,ct
okey	oke,ke,ok
ychor	ych,yc
sheol	he
sheeor	he,ee
shekeey	he,ee,ke
qoky	qok,ok
cheo	he,che
keody	ke
qokeol	oke,qok,ke,ok
tchor	tc,tch
chey	he,che
cthey	he,ct
qoeeey	ee,qoe,oe
qokeey	oke,qok,ee,ke,ok
okeo	oke,ke,ok
cheey	he,che,ee
ckheey	he,ee
qokeor	oke,qok,ke,ok
okey	oke,ke,ok
ykeey	ee,ke,yk
okeeo	oke,ee,ke,ok
ker	ke
ykeody	ke,yk
okeody	oke,ke,ok
opchytcy	tc,opc,op,pc,ytc,yt
ockhey	he
pchol	pc
shey	he
sheo	he
cthy	ct
chey	he,che
ckheol	he
qokeor	oke,qok,ke,ok
cheor	he,che
qokey	oke,qok,ke,ok
choky	ok
ckheey	he,ee
qokeol	oke,qok,ke,ok
sheky	he
qockheor	he
cheo	he,che
cheey	he,che,ee
ykeey	ee,ke,yk
shey	he
qokey	oke,qok,ke,ok
qokal	qok,ok
cheol	he,che
chey	he,che
kolcheey	he,che,ee,olc,lc
cheody	he,che
cheol	he,che
qokar	qok,ok
cheey	he,che,ee
ypcholdy	pc
opchdard	opc,op,pc
orockhey	he
olkey	ke
shey	he
qokeey	oke,qok,ee,ke,ok
qoeeol	ee,qoe,oe
qokeody	oke,qok,ke,ok
sheody	he
qoeteey	ee,qoe,oe
okeey	oke,ee,ke,ok
qoeeody	ee,qoe,oe
ychey	he,che,ych,yc
okeody	oke,ke,ok
okody	ok
cheo	he,che
cheody	he,che
ykchody	ykc,yk
qokeos	oke,qok,ke,ok
cheol	he,che
okchy	ok
ksheody	he
qokey	oke,qok,ke,ok
sheody	he
qockhey	he
olcheor	he,che,olc,lc
okchoda	ok
pchedal	he,che,pc
yteechypchy	ee,pc,yt
ylshey	he,lsh,ls
qoteey	ee
shedy	he
okol	ok
shek	he
chcphhdy	hc,chc
daloky	ok
opchedy	he,che,opc,op,pc
chep	he,che
otchy	tc,tch,otc
lkeey	ee,ke
ok	ok
chedy	he,che
sheek	he,ee
cheoty	he,che
chokal	ok
chedy	he,che
chckhy	hc,chc
okain	ok
okedar	oke,ke,ok
shedy	he
oteey	ee
qokey	oke,qok,ke,ok
sheeky	he,ee
okalor	ok
shedy	he
okdy	ok
ocheey	he,che,ee
shek	he
okeedy	oke,ee,ke,ok
okey	oke,ke,ok
shedy	he
qokealdy	oke,qok,ke,ok
shcthy	hct,hc,ct,shc
okey	oke,ke,ok
chedy	he,che
okey	oke,ke,ok
okechy	oke,ke,ok
adchey	he,che,dch,dc
kechdy	ke
oteeos	ee
cheal	he,che
okeey	oke,ee,ke,ok
shey	he
shey	he
lkeor	ke
shedy	he
okeedaram	oke,ee,ke,ok
okeol	oke,ke,ok
okam	ok
chety	he,che
shedy	he
shedy	he
teolshy	lsh,ls
oteedy	ee
oteey	ee
shedy	he
okain	ok
chey	he,che
shey	he
qokeol	oke,qok,ke,ok
key	ke
daikhyky	yk
sheor	he
okeey	oke,ee,ke,ok
qokar	qok,ok
checkhy	he,che
qokain	qok,ok
chedy	he,che
pchdy	pc
okain	ok
shekain	he
chedy	he,che
qokeechy	oke,qok,ee,ke,ok
qoky	qok,ok
shey	he
chey	he,che
eekain	ee
chcthy	hct,hc,ct,chc
qoky	qok,ok
cheey	he,che,ee
okeey	oke,ee,ke,ok
shefhedy	he
opcheol	he,che,opc,op,pc
oteedy	ee
tchey	he,che,tc,tch
polchedy	he,che,olc,lc
qokeol	oke,qok,ke,ok
okain	ok
checthy	he,che,ct
oteey	ee
lshedy	he,lsh,ls
okain	ok
qokain	qok,ok
qokalshedy	he,qok,ok,lsh,ls
okaiin	ok
chey	he,che
shey	he
qokaiin	qok,ok
chedy	he,che
qokain	qok,ok
okaral	ok
pcheam	he,che,pc
sokedy	oke,ke,ok
qokal	qok,ok
chepy	he,che
okedy	oke,ke,ok
qoky	qok,ok
pchedy	he,che,pc
okaly	ok
qokeedy	oke,qok,ee,ke,ok
dalshy	lsh,ls
okain	ok
shckhody	hc,shc
qokeedy	oke,qok,ee,ke,ok
shedy	he
chcthy	hct,hc,ct,chc
chepar	he,che
opchy	opc,op,pc
tchoky	tc,tch,ok
okeal	oke,ke,ok
shedy	he
qokal	qok,ok
opchedy	he,che,opc,op,pc
shcthy	hct,hc,ct,shc
oteey	ee
oky	ok
shey	he
qokain	qok,ok
chckhey	he,hc,chc
chey	he,che
chedal	he,che
okeeey	oke,ee,ke,ok
okain	ok
oteey	ee
qokechy	oke,qok,ke,ok
okeey	oke,ee,ke,ok
qokeey	oke,qok,ee,ke,ok
lkeeody	ee,ke
sheey	he,ee
qokeey	oke,qok,ee,ke,ok
lkeol	ke
tchey	he,che,tc,tch
qokchy	qok,ok
okeey	oke,ee,ke,ok
qokaly	qok,ok
deshedy	he
qokchey	he,che,qok,ok
okaiin	ok
chedy	he,che
qokeey	oke,qok,ee,ke,ok
cheey	he,che,ee
lkeedy	ee,ke
pcholkchdy	pc
sheckhy	he
qokey	oke,qok,ke,ok
okaiin	ok
shedy	he
chpchy	pc
opchedy	he,che,opc,op,pc
oteeykshy	ee,yk
eeol	ee
okaiin	ok
shckhy	hc,shc
qokal	qok,ok
shchdy	hc,shc
okaiin	ok
qokeey	oke,qok,ee,ke,ok
chechy	he,che
qokey	oke,qok,ke,ok
shckhy	hc,shc
qokaly	qok,ok
shedy	he
yteedy	ee,yt
seedy	ee
qokeear	oke,qok,ee,ke,ok
chey	he,che
sheol	he
shedain	he
qokeedy	oke,qok,ee,ke,ok
ykeedy	ee,ke,yk
lcheg	he,che,lc
pchedy	he,che,pc
qokeey	oke,qok,ee,ke,ok
qokeodair	oke,qok,ke,ok
qokshy	qok,ok
qokeedy	oke,qok,ee,ke,ok
qokeedy	oke,qok,ee,ke,ok
